time,leader_q1,leader_q2,leader_dq1,leader_dq2,leader_u1,leader_u2,follower_q1,follower_q2,follower_dq1,follower_dq2,follower_u1,follower_u2
2.42,0.7999999999769136,-1.0000000000267915,2.0571247161682657e-09,1.7394127468734971e-09,-1.3633125875963206e-08,-1.1428250916835958e-08,0.775859419382772,-0.9527418040909146,0.09021298057740014,-0.16201803571225337,-0.28289886244255,0.4543378435317974
2.43,0.7999999999772824,-1.0000000000259777,1.0925311190777856e-09,7.994131005641012e-10,-7.09767333253545e-09,-5.0656373366344304e-09,0.7762651524062023,-0.9534716946678944,0.09700313146642403,-0.1745757259886647,-0.33447143785083855,0.5493998700860626
2.44,0.7999999999768963,-1.000000000025787,-1.0804402138700207e-10,5.050129128763312e-11,1.0481796627308546e-09,9.80310360907464e-12,0.7766662762717795,-0.9541949356092001,0.09379891072688055,-0.16921013210846245,-0.31820723098124115,0.5228844700009896
2.45,0.799999999976424,-1.0000000000256832,-1.1709012690454003e-10,8.873442946568521e-12,1.1159684937733563e-09,2.906470710367241e-10,0.7770566744322277,-0.9549004860147509,0.09145501984277929,-0.16536591974638923,-0.30763099597379484,0.5064402166147424
2.46,0.7999999999761291,-1.0000000000254328,-9.84145894132066e-11,3.9944286295562876e-11,9.933655623898951e-10,7.654798983288051e-11,0.7774371979659359,-0.9555897897026026,0.08913407845328854,-0.16154399705461683,-0.29707586942964265,0.48992570077375297
2.47,0.7999999999758137,-1.000000000025351,-1.077852327172955e-10,2.101949869438561e-11,1.0612121530197773e-09,2.037526249668976e-10,0.7777212510133386,-0.9561054546235497,0.0965521783368626,-0.17539357451693513,-0.3512491182371638,0.5908257302925262
2.48,0.7999999999754847,-1.0000000000250941,-7.606225661509337e-11,3.510841401569743e-11,8.506072830768403e-10,1.0471266717660168e-10,0.7781627091423131,-0.9569089020970724,0.07515995686828507,-0.13685300498148428,-0.21219760067516857,0.3405378744931321
2.49,0.7999999999776746,-1.0000000000226952,6.054929245617033e-10,5.893681724640663e-10,-3.8006350530696316e-09,-3.686250223642985e-09,0.7785092213230538,-0.9575409815214015,0.0833517555444315,-0.15211014518627056,-0.2724683172303143,0.4525646167005106
2.5,0.7999999999776134,-1.0000000000223244,-1.5035361655121064e-10,-3.73380701066704e-11,1.3252676917887354e-09,5.581076024046025e-10,0.7789262170733043,-0.9583034055683013,0.07249282208441019,-0.13259891359143516,-0.20451206363077656,0.3307016956536788
2.51,0.7999999999771057,-1.0000000000224292,-1.1629107783701666e-10,-2.975560865349389e-11,1.1012392845885809e-09,5.081257838079844e-10,0.7792580531785853,-0.9589114673662139,0.07968264858802639,-0.14607581131524033,-0.25778826561662793,0.4303344588006607
